,VISIT_AREA_NM,LOTNO_ADDR,X_COORD,Y_COORD,VISIT_AREA_TYPE_CD
4245,세종전통시장,세종특별자치시 조치원읍 원리 4-15,127.2995561,36.60128078,4
4246,예촌,전북 김제시 금구면 금구리 435-2,127.0108339,35.77441779,11
4247,어부네쏘가리,충북 단양군 단양읍 상진리 911,128.3591755,36.97610275,11
4248,365섬의낭만,전남 여수시 종화동 292-1,127.7494939,34.73653883,11
4249,마시랑게,전북 전주시 완산구 전동 63,127.1488475,35.81450631,11
4250,르물랑,전북 익산시 중앙동1가 68-10,126.9493751,35.93969061,11
4251,탑정저수지,충남 논산시 부적면 신풍리,127.1686697,36.18233271,1
4252,#단양노트,충북 단양군 단양읍 도전리 567,128.3696378,36.98170213,8
4253,조선왕갈비,충남 부여군 부여읍 구아리 71-1,126.9104529,36.28450578,11
4254,오월의동명동,광주 동구 동명동 189-1,126.9249075,35.15150747,11
4255,한밭수목원,대전 서구 만년동 396,127.3880376,36.36914318,1
4256,땡스덕베르베르의집,전북 고창군 신림면 세곡리 554-6,126.7001941,35.46127089,11
4257,국립아시아문화전당,광주 동구 광산동 13,126.9213535,35.14733372,8
4258,담양메타세쿼이아랜드 어린이프로방스,전남 담양군 담양읍 학동리 672,127.0052701,35.32304365,6
4259,금암리염선재,충남 계룡시 금암동 45,127.2618584,36.26932891,2
4260,진포해양테마공원,전북 군산시 장미동 23,126.7174558,35.98930083,6
4261,전일빌딩245,광주 동구 금남로1가 1-1,126.9187166,35.1483415,2
4262,연화정도서관,전북 전주시 덕진구 덕진동1가 1316-2,127.1234734,35.84904423,3
4263,전주현대옥 전주한옥마을점,전북 전주시 완산구 교동 92-12,127.1525848,35.81310106,11
4264,은행나무길,충남 아산시 염치읍 백암리 502-3,127.01813,36.80004005,1
4265,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4266,국립해양생물자원관 씨큐리움,충남 서천군 장항읍 송림리 911,126.6702882,36.01779629,2
4267,엄마네식당,충북 단양군 단양읍 도전리 612,128.3697497,36.98236579,11
4268,이마트 광산점,광주 광산구 우산동 1598-3,126.8085946,35.15992444,4
4269,전주왱이콩나물국밥전문점,전북 전주시 완산구 경원동2가 12-1,127.1491855,35.81834436,11
4270,목포해상케이블카 북항승강장,전남 목포시 죽교동 516-101,126.3700434,34.79937981,6
4271,브루어스커피,충남 천안시 동남구 신부동 458-3,127.1560746,36.81747464,11
4272,상하농원,전북 고창군 상하면 자룡리 산 1-2,126.4503714,35.44773941,6
4273,가마피자,전북 전주시 완산구 고사동 172-1,127.1432644,35.82087779,11
4274,왕흥사지,충남 부여군 규암면 신리 48,126.9069249,36.29711614,2
4275,우리지금여수,전남 여수시 종화동 338-5,127.748393,34.73698548,11
4276,홍원항,충남 서천군 서면 도둔리,126.501739,36.15630367,1
4277,다우랑 1호점,전북 전주시 완산구 교동 269-2,127.1510024,35.8142062,11
4278,목포근대역사관 1관,전남 목포시 대의동2가 1-5,126.3820996,34.78753237,2
4279,단양구경시장,충북 단양군 단양읍 도전리 615,128.3699822,36.98249105,4
4280,공세리성당,충남 아산시 인주면 공세리 194-1,126.9140749,36.88340597,2
4281,엑소르사커피,전남 순천시 해룡면 신대리 2144-4,127.5498461,34.92183069,11
4282,코스트코 천안점,충남 천안시 서북구 차암동 438,127.105347,36.84267491,4
4283,카페인에어,충남 아산시 권곡동 359-3,127.0114823,36.79464862,11
4284,국립생태원,충남 서천군 마서면 덕암리 725,126.7186409,36.03621436,1
4285,밀리앤코,충남 태안군 태안읍 송암리 742-13,126.3061095,36.73135578,11
4286,조점례남문피순대,전북 전주시 완산구 전동3가 2-195,127.146923,35.81258178,11
4287,대천해수욕장 스카이바이크,충남 보령시 신흑동 2209-4,126.5066159,36.32058712,13
4288,성심당 케익부띠끄,대전 중구 은행동 153,127.4268031,36.32751103,11
4289,전주현대옥 전주본점,전북 전주시 완산구 중화산동2가 757-3,127.1171537,35.81973263,11
4290,남당항대하축제,충남 홍성군 서부면 남당리 861,126.4699361,36.53930123,8
4291,무등산,광주 북구 금곡동 산 1-1,127.0091311,35.12438585,7
4292,일레븐탁구장,대전 서구 탄방동 718,127.3886345,36.3484503,5
4293,말랭이마을,전북 군산시 신흥동 15-162,126.7048176,35.98680644,7
4294,곰골식당,충남 공주시 반죽동 338,127.1204449,36.45166513,11
4295,블랙테일버거,광주 남구 양림동 66-19,126.9156792,35.13957819,11
4296,서해바다횟집,전북 부안군 변산면 격포리 285-2,126.4703589,35.62780567,11
4297,국립대전현충원,대전 유성구 갑동 산 23-1,127.2959333,36.3702359,2
4298,조미화곱창,전남 영암군 영암읍 춘양리 495-1,126.7052982,34.79669078,11
4299,법성토우,전남 영광군 법성면 법성리 1223-3,126.4445554,35.36049852,11
4300,청풍호반케이블카 비봉산역,충북 제천시 청풍면 신리 산 50-1,128.1433183,37.00866716,6
4301,라파르,전북 군산시 옥도면 장자도리 23,126.3970793,35.8128828,11
4302,농부밥상,충남 청양군 대치면 광대리 316-22,126.8493564,36.43846841,11
4303,현대프리미엄아울렛 대전점,대전 유성구 용산동 579,127.3983561,36.42355145,4
4304,탑정호 출렁다리,충남 논산시 가야곡면 종연리 155,127.1599536,36.18092438,1
4305,새우랑소바랑,전북 군산시 조촌동 828,126.7371211,35.97545392,11
4306,여수엑스포 컨벤션센터,전남 여수시 덕충동 2005-1,127.7473218,34.74947097,3
4307,궁남지,충남 부여군 부여읍 동남리 117,126.9123128,36.26963029,2
4308,핀스커피,충남 천안시 동남구 구성동 137-5,127.1772265,36.79052341,11
4309,인시티커피로스터즈,대전 유성구 전민동 336-12,127.4027795,36.39805076,11
4310,익산미륵사지,전북 익산시 금마면 기양리 32-2,127.0312769,36.01241625,2
4311,대전중앙시장,대전 동구 원동 51-1,127.4331837,36.32955988,4
4312,바다김밥 본점,전남 여수시 중앙동 667,127.7359395,34.74078233,11
4313,소기점도,전남 신안군 증도면 병풍리,126.2009989,34.93251888,1
4314,채석강,전북 부안군 변산면 격포리 301-1,126.4660641,35.62423568,1
4315,국립익산박물관,전북 익산시 금마면 기양리 104-1,127.0287075,36.0115445,2
4316,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4317,전주진미식당,전북 무주군 설천면 삼공리 418-31,127.7767804,35.89816516,11
4318,행복한담벼락,광주 동구 대의동 35-4,126.9205941,35.14961186,11
4319,이마트트레이더스 월평점,대전 서구 월평동 510,127.3629475,36.35777713,4
4320,씨엘비베이커리 명륜동본점,전남 목포시 명륜동 13-4,126.3844681,34.79036034,11
4321,전라북도인재개발원,전북 남원시 산곡동 23,127.3704486,35.42154415,11
4322,여수세계박람회 엑스포광장,전남 여수시 덕충동 2005,127.7482394,34.74999174,6
4323,내장산국립공원,전북 정읍시 내장동 산 231,126.9055158,35.48586235,1
4324,유소춘의 낙곱새 둔산점,대전 서구 둔산동 992,127.3772556,36.35344322,11
4325,하얀파도,전남 여수시 돌산읍 우두리 799-195,127.7374895,34.73186986,11
4326,카카오프렌즈 전주한옥마을점,전북 전주시 완산구 전동 74,127.1487359,35.81401436,4
4327,아트박스 대전시청점,대전 서구 둔산동 1451,127.3890194,36.35104082,4
4328,장항송림산림욕장,충남 서천군 장항읍 송림리 산 65,126.666612,36.01565563,1
4329,버터리핸즈,세종특별자치시 어진동 657,127.2650492,36.49532892,11
4330,다래목장,충북 청주시 청원구 내수읍 세교리 128-4,127.5687451,36.71273943,11
4331,의림지,충북 제천시 모산동 241,128.2105635,37.17317401,1
4332,봄차반,전북 완주군 봉동읍 구만리 470-3,127.1551453,35.90520594,11
4333,경기전,전북 전주시 완산구 풍남동3가 102,127.1497299,35.81538665,2
4334,태동식당,전남 목포시 죽동 223-1,126.3834066,34.78999621,11
4335,풍미당,충북 옥천군 옥천읍 금구리 146,127.5677557,36.29971548,11
4336,카페산,충북 단양군 가곡면 사평리 246-33,128.3943651,36.99469872,11
4337,홈플러스 동광주점,광주 북구 두암동 575-1,126.930393,35.17931946,4
4338,금암순대집,전북 전주시 덕진구 금암동 729-3,127.1328075,35.83837061,11
4339,여수낭만포차거리,전남 여수시 종화동 300-3,127.7491528,34.73648685,4
4340,도곡농협 로컬푸드 스마트팜 도농상생센터,전남 화순군 도곡면 효산리 1279-23,126.9171709,34.99805556,4
4341,산장가든,충남 태안군 태안읍 상옥리 1156,126.3107909,36.76392899,11
4342,커피인터뷰 봉명점,대전 유성구 봉명동 653-5,127.3486895,36.35719598,11
4343,소양천,전북 완주군 용진읍 상운리,127.1280214,35.90165816,7
4344,도깨비카페,충북 단양군 가곡면 사평리 218-6,128.4008078,37.00165432,11
4345,경기전,전북 전주시 완산구 풍남동3가 102,127.1497299,35.81538665,2
4346,감성공판장,전남 담양군 월산면 화방리 378-2,126.9623207,35.3349959,11
4347,한벽굴,전북 전주시 완산구 교동 산 7-2,127.1609963,35.81200497,2
4348,더아루나,전남 나주시 중앙동 51-1,126.7173713,35.03149969,11
4349,키햐아 나주혁신점,전남 나주시 빛가람동 196-4,126.7873073,35.02347234,11
4350,문화휴식공원,충북 청주시 청원구 오창읍 양청리 753,127.4255191,36.71491812,1
4351,이순신광장,전남 여수시 중앙동 383,127.7360499,34.7394476,8
4352,진우네집국수,전남 담양군 담양읍 객사리 211-34,126.9842731,35.32411984,11
4353,도담삼봉관광지,충북 단양군 매포읍 하괴리 84-1,128.341829,37.00094467,1
4354,은파호수공원,전북 군산시 나운동 1223-5,126.6898948,35.95542207,7
4355,여수세계박람회장,전남 여수시 덕충동 2005,127.7476164,34.75078429,3
4356,국립세종수목원,세종특별자치시 연기면 세종리 1203,127.2857888,36.49807102,1
4357,자연드림 괴산자연드림파크점(수영장),충북 괴산군 칠성면 율원리 산 2-12,127.8625628,36.76792567,6
4358,아쿠아플라넷 여수,전남 여수시 수정동 774-1,127.748734,34.74622088,6
4359,백련사,전북 무주군 설천면 삼공리 936-1,127.7665079,35.86031927,2
4360,스플라스 리솜,충남 예산군 덕산면 사동리 362,126.656552,36.69399421,6
4361,의림지파크랜드,충북 제천시 모산동 236-1,128.2086214,37.17509314,6
4362,하멜전시관,전남 여수시 종화동 458-5,127.7485433,34.73669972,3
4363,천마루,전북 무주군 안성면 죽천리 1413,127.6508734,35.84116242,11
4364,담소소사골순대육개장 부안격포점,전북 부안군 변산면 격포리 274-11,126.4723907,35.62636623,11
4365,요천수경음악분수,전북 남원시 어현동 741,127.3843515,35.40286241,8
4366,째보식당,전북 군산시 신창동 49-6,126.7087888,35.98767231,11
4367,카페우즈,경기 여주시 점봉동 198-4,127.6433726,37.24862198,11
4368,여행자의zip,광주 동구 동명동 154-67,126.9251295,35.1499149,13
4369,하늘공원풍차,대전 동구 자양동 20-71,127.4515279,36.33242802,1
4370,춘향테마파크,전북 남원시 어현동 37-158,127.3870915,35.40124571,6
4371,수통골,대전 유성구 계산동 산 40,127.2899452,36.3456665,1
4372,이순신공원,전남 여수시 웅천동 1865-1,127.6789312,34.74307491,1
4373,노방촌,전북 군산시 회현면 고사리 348-3,126.7615416,35.92442452,11
4374,방가삼대 얼큰한뼈해장국 본점,충남 아산시 탕정면 동산리 168,127.0910253,36.82539629,11
4375,아쿠아플라넷 여수,전남 여수시 수정동 774-1,127.748734,34.74622088,6
4376,전동성당,전북 전주시 완산구 전동 200-1,127.1492215,35.8133288,2
4377,전동성당,전북 전주시 완산구 전동 200-1,127.1492215,35.8133288,2
4378,소노캄 여수,전남 여수시 수정동 772,127.7545785,34.74189417,11
4379,게으른악어,충북 충주시 살미면 신당리 533,128.0480754,36.92397605,11
4380,경기전,전북 전주시 완산구 풍남동3가 102,127.1497299,35.81538665,2
4381,퐁당 오창점,충북 청주시 청원구 오창읍 양청리 820-2,127.4277217,36.71248081,4
4382,구드래나루터,충남 부여군 부여읍 구교리 420,126.907548,36.28992513,2
4383,커피명가 단양점,충북 단양군 단양읍 별곡리 633,128.3711302,36.9867558,11
4384,세인트존,전북 전주시 완산구 중앙동1가 19-1,127.1429513,35.81660619,11
4385,공산성,충남 공주시 금성동 65-3,127.1262966,36.46324084,2
4386,천은사,전남 구례군 광의면 방광리 70,127.4763203,35.27387997,1
4387,금산수삼센터,충남 금산군 금산읍 중도리 24,127.4961653,36.10021422,4
4388,라파르,전북 군산시 옥도면 장자도리 23,126.3970793,35.8128828,11
4389,교동민화마을,충북 제천시 교동 94-2,128.2171952,37.14101594,7
4390,신화정육식당,충북 보은군 보은읍 삼산리 139-9,127.7202379,36.4841028,11
4391,미나릿길벽화마을,충남 천안시 동남구 영성동 109-29,127.1517591,36.80075021,7
4392,샐러드박스 당진터미널점,충남 당진시 수청동 981,126.6454781,36.90150139,11
4393,서해수산활어직판장,전남 나주시 빛가람동 348-11,126.7852845,35.01928278,11
4394,데이나인,전남 여수시 웅천동 1696-4,127.6705004,34.74625848,11
4395,만천하스카이워크,충북 단양군 적성면 애곡리 산 1-27,128.3395703,36.98041263,5
4396,비트코인,충북 청주시 상당구 북문로1가 123,127.4887521,36.63651466,6
4397,꽃가마,전북 전주시 완산구 교동 101-1,127.1517727,35.81200616,11
4398,풍서천,충남 천안시 동남구 풍세면 풍서리,127.1212476,36.71927547,7
4399,백제문화제 공주행사장,충남 공주시 신관동 553,127.1274371,36.47021463,8
4400,진원,충북 단양군 매포읍 평동리 1039,128.2996714,37.03290613,11
4401,대동하늘공원,대전 동구 용운동 산 40-1,127.4521045,36.33198066,1
4402,부안청자박물관,전북 부안군 보안면 유천리 798-4,126.6513259,35.61168703,2
4403,할리스 목포평화점,전남 목포시 상동 1159-14,126.4343764,34.79674282,11
4404,만천하스카이워크,충북 단양군 적성면 애곡리 산 1-27,128.3395703,36.98041263,7
4405,메타프로방스,전남 담양군 담양읍 학동리 586-1,127.0029122,35.32204415,6
4406,은행나무길,충남 아산시 염치읍 백암리 502-3,127.01813,36.80004005,7
4407,탑정호수변생태공원,충남 논산시 부적면 충곡리 287-8,127.1713095,36.1918565,1
4408,가막도횟집,전북 고창군 상하면 자룡리 520-20,126.4364502,35.44694698,11
4409,중앙탑공원 중원탑평리7층석탑,충북 충주시 중앙탑면 탑평리 11,127.8666149,37.01589405,1
4410,이마트 목포점,전남 목포시 옥암동 915-25,126.4252167,34.81161261,4
4411,부여왕릉원,충남 부여군 부여읍 능산리 388-1,126.9426716,36.27700963,2
4412,성심당 본점,대전 중구 은행동 145-1,127.4272984,36.32766877,11
4413,괴산자연드림파크,충북 괴산군 칠성면 율원리 산 2-12,127.8631663,36.76850339,11
4414,이성당 본점,전북 군산시 중앙로1가 12-2,126.7112634,35.98720064,11
4415,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4416,밥먹으러임성가는길,전남 무안군 삼향읍 임성리 1076-1,126.4420277,34.82266806,11
4417,옥천묵집,충북 옥천군 옥천읍 하계리 24-1,127.5830277,36.31492228,11
4418,으능정이 문화의거리,대전 중구 은행동 216,127.4284485,36.3280053,4
4419,층층층,대전 동구 소제동 299-137,127.437429,36.33588149,11
4420,민쿡바베큐 충장로점,광주 동구 황금동 21,126.9150831,35.14723574,11
4421,궁중타래옥빙수 웅천점,전남 여수시 웅천동 1655-14,127.6759643,34.75046485,11
4422,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4423,강경산,충남 논산시 강경읍 북옥리,127.0121543,36.1641528,2
4424,롯데아울렛 부여점,충남 부여군 규암면 합정리 172,126.9019026,36.30714415,6
4425,배론성지,충북 제천시 봉양읍 구학리 674,128.0824727,37.16063522,2
4426,포스트빈,전북 전주시 완산구 풍남동3가 55-11,127.1525442,35.81561473,11
4427,용산전망대,전남 순천시 해룡면 농주리 476-1,127.5192772,34.87303073,1
4428,다가양조장,전북 전주시 완산구 다가동3가 68,127.1403669,35.81687601,11
4429,간월암,충남 서산시 부석면 간월도리 16-11,126.4111447,36.60374123,2
4430,소노문단양 오션플레이,충북 단양군 단양읍 상진리 4-4,128.3618819,36.97692229,6
4431,해방곱창 전주본점,전북 전주시 완산구 다가동4가 10-6,127.1381075,35.82075765,11
4432,오량,충북 충주시 소태면 오량리,127.8487119,37.13081644,2
4433,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4434,오목대,전북 전주시 완산구 교동 산 1-3,127.1545834,35.81438191,7
4435,탑정호 출렁다리,충남 논산시 가야곡면 종연리 155,127.1599536,36.18092438,1
4436,어나더오더,충남 공주시 신관동 205-8,127.1350494,36.46932492,11
4437,용산전망대,전남 순천시 해룡면 농주리 476-1,127.5192772,34.87303073,7
4438,대전중앙시장,대전 동구 원동 51-1,127.4331837,36.32955988,4
4439,한설옥,충남 천안시 서북구 성정동 1238,127.1350639,36.82733506,11
4440,만연저수지,전남 화순군 화순읍 동구리,126.9872944,35.0758261,1
4441,쌍교숯불갈비 담양본점,전남 담양군 봉산면 양지리 2-2,126.952201,35.25326606,11
4442,서산동부전통시장,충남 서산시 동문동 900,126.4557602,36.78239618,4
4443,전주현대옥 전주본점,전북 전주시 완산구 중화산동2가 757-3,127.1171537,35.81973263,11
4444,푸른길기차,광주 동구 학동 55,126.9216407,35.13850416,7
4445,바다김밥 이순신광장점,전남 여수시 중앙동 667,127.7359395,34.74078233,11
4446,티앗,광주 동구 동명동 154-47,126.9243426,35.15000004,11
4447,도담삼봉,충북 단양군 매포읍 하괴리 산 20-40,128.3439707,37.0000843,1
4448,그날제주,충북 청주시 상당구 수동 112,127.4945146,36.64415136,11
4449,짚트랙코리아,충남 보령시 신흑동,126.5060826,36.32083166,5
4450,와이드커피스탠드,전남 여수시 중앙동 109-2,127.7416623,34.73795689,11
4451,소노문단양 오션플레이,충북 단양군 단양읍 상진리 4-4,128.3618819,36.97692229,6
4452,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4453,손안에칼국수,충북 제천시 청전동 992,128.2072967,37.14646195,11
4454,강경상업고등학교,충남 논산시 강경읍 남교리 1,127.0226672,36.16090331,2
4455,국립세종수목원,세종특별자치시 연기면 세종리 1203,127.2857888,36.49807102,1
4456,홍원항,충남 서천군 서면 도둔리,126.501739,36.15630367,13
4457,국립해양생물자원관,충남 서천군 장항읍 송림리 510,126.6697107,36.0174234,3
4458,떡보라 본점,충북 청주시 청원구 율량동 2117,127.499333,36.6657943,11
4459,경도회관,전남 여수시 경호동 621-3,127.7219019,34.72178194,11
4460,하눌구르미,전북 고창군 아산면 삼인리 119-4,126.5942892,35.50437722,11
4461,여수세계박람회 엑스포광장,전남 여수시 덕충동 2005,127.7482394,34.74999174,6
4462,성심당 본점,대전 중구 은행동 145-1,127.4272984,36.32766877,11
4463,무슬목해수욕장,전남 여수시 돌산읍 평사리 1271-3,127.7764246,34.68325621,1
4464,벽오동,전남 순천시 덕월동 24-2,127.4818287,34.92038156,11
4465,무주구천동관광특구,전북 무주군 설천면 삼공리 524-12,127.7757651,35.89854663,7
4466,영랑생가,전남 강진군 강진읍 남성리 211-1,126.7653151,34.64226702,3
4467,공산성,충남 공주시 금성동 65-3,127.1262966,36.46324084,2
4468,팔도명가,전북 부안군 변산면 격포리 272-103,126.4720878,35.62810527,11
4469,충장로거리,광주 동구 충장로3가 43,126.914533,35.14859821,4
4470,부안솔가,전북 부안군 부안읍 봉덕리 563-3,126.7382019,35.72293407,11
4471,본앤하이리,전북 완주군 용진읍 구억리 263,127.1723652,35.85749189,11
4472,향토바지락죽,전북 부안군 변산면 격포리 282-19,126.4715553,35.6285031,11
4473,대인시장,광주 동구 대인동 310-9,126.9168058,35.15389258,4
4474,아마씨 아름엄마씨앗밥상,전남 순천시 조곡동 151,127.4975617,34.9480122,11
4475,롯데몰 군산점,전북 군산시 조촌동 450-21,126.7390274,35.9763449,11
4476,전주향교 만화루,전북 전주시 완산구 교동 26-3,127.1572081,35.81218663,2
4477,카페둔리,충남 예산군 덕산면 둔리 502-6,126.6473314,36.66734529,11
4478,창평국밥,전남 담양군 창평면 창평리 250,127.0143811,35.23851058,11
4479,로타리식당,전남 여수시 서교동 459,127.7275286,34.74146745,11
4480,저두출렁다리,전남 강진군 대구면 저두리 315,126.7901732,34.53521016,6
4481,대장봉,전북 군산시 옥도면 대장도리 산 1,126.3942256,35.81742155,7
4482,메타세쿼이아 가로수길,전남 담양군 담양읍 학동리 59-14,127.0044299,35.3239333,1
4483,마곡사,충남 공주시 사곡면 운암리 567,127.0117288,36.55917393,2
4484,중앙게장백반,전남 여수시 중앙동 794,127.7350631,34.73972938,11
4485,패러에반하다,충북 단양군 가곡면 사평리 246-33,128.3943558,36.99467721,5
4486,커피먹는도깨비,충북 단양군 가곡면 사평리 218-6,128.4008134,37.00165245,11
4487,카페하망주택,경북 영주시 하망동 328,128.6265369,36.82469951,11
4488,남천교,전북 전주시 완산구 동서학동,127.1531732,35.81069215,2
4489,노브랜드 나주빛가람점,전남 나주시 빛가람동 203-2,126.7921091,35.02249366,4
4490,우즈베이커리카페,충남 아산시 방축동 568,126.979001,36.76898715,11
4491,순천만국가정원,전남 순천시 오천동 600,127.4989016,34.92921833,1
4492,NC 대전유성점,대전 유성구 봉명동 549-11,127.3440395,36.35373903,4
4493,온달관광지,충북 단양군 영춘면 하리 147,128.4911874,37.0625558,2
4494,해물창고,충남 보령시 신흑동 2275-10,126.5135966,36.31232924,11
4495,광양공설운동장,전남 광양시 광양읍 구산리 299,127.5761062,34.98435096,3
4496,여수밥상갈치야,전남 여수시 돌산읍 율림리 451-1,127.787406,34.6065906,11
4497,의병광장,충북 제천시 화산동 128-1,128.2141115,37.13115813,8
4498,스텔라온커피,세종특별자치시 보람동 711,127.2935507,36.48362647,11
4499,경방루,전북 남원시 금동 10-3,127.379657,35.40556137,11
4500,목월빵집,전남 구례군 구례읍 봉북리 443-21,127.4659026,35.21481626,11
4501,각원사,충남 천안시 동남구 안서동 171-3,127.1971229,36.83364082,2
4502,이르리,전북 전주시 완산구 교동 63-13,127.1528472,35.8137956,11
4503,구인사,충북 단양군 영춘면 백자리 132-1,128.4811734,37.03345671,2
4504,전동성당,전북 전주시 완산구 전동 200-1,127.1492215,35.8133288,2
4505,목포생활도자박물관,전남 목포시 용해동 7,126.4199602,34.79376526,2
4506,해진정육식당,전남 해남군 해남읍 성내리 15-3,126.5996389,34.57204304,11
4507,향곡저수지,충북 옥천군 동이면 남곡리,127.612776,36.30518862,11
4508,우일선선교사사택,광주 남구 양림동 226-25,126.9118399,35.13836403,2
4509,이마트 군산점,전북 군산시 경암동 590-296,126.7350086,35.9828466,4
4510,곤드레찜드레 아산점,충남 아산시 용화동 1586,127.0124908,36.77447255,11
4511,빙빙반점 당진본점,충남 당진시 읍내동 646-13,126.6299533,36.8919268,11
4512,기분좋은극장,광주 서구 치평동 1216,126.8488517,35.1549049,3
4513,국립익산박물관,전북 익산시 금마면 기양리 104-1,127.0287075,36.0115445,2
4514,남천마루,전북 전주시 완산구 교동 183-7,127.1535061,35.81118922,11
4515,아르떼뮤지엄 여수,전남 여수시 덕충동 2005,127.7457754,34.75069462,3
4516,유월드루지테마파크,전남 여수시 소라면 죽림리 116,127.6414582,34.74791124,6
4517,순천만국가정원,전남 순천시 오천동 600,127.4989016,34.92921833,1
4518,국립중앙과학관,대전 유성구 구성동 32-2,127.3752118,36.3760691,3
4519,만천하스카이워크,충북 단양군 적성면 애곡리 산 1-27,128.3395703,36.98041263,3
4520,봉달이명품김밥 둔산점,대전 서구 둔산동 970,127.3753577,36.35263093,11
4521,효도찐빵,전북 고창군 고창읍 읍내리 324-78,126.6983114,35.43410245,11
4522,성심당 본점,대전 중구 은행동 145-1,127.4272984,36.32766877,11
4523,37.5 고덕국제신도시점,경기 평택시 고덕면 여염리 4290-4,127.0472577,37.05233103,11
4524,해미읍성,충남 서산시 해미면 읍내리 491,126.5482159,36.71265505,2
4525,2022보령해양머드박람회,충남 보령시 신흑동 2282,126.5150401,36.31460697,8
4526,해망굴,전북 군산시 해망동,126.7048496,35.99131808,2
4527,미스테리대저택,전북 전주시 완산구 중앙동2가 53-3,127.144345,35.81627196,11
4528,정동뚝배기라면,대전 동구 정동 1-1,127.4340849,36.33220246,11
4529,대흥사,전남 해남군 삼산면 구림리 799,126.6168669,34.47625922,2
4530,옛날국수,전북 완주군 구이면 원기리 928,127.1107399,35.73195712,11
4531,남녘들밥상,전남 순천시 풍덕동 285-5,127.5067543,34.9403918,11
4532,금산사,전북 김제시 금산면 금산리 39,127.0538917,35.72317253,2
4533,함벽정,전북 익산시 왕궁면 동용리 572-4,127.1024139,35.99325605,2
4534,전동성당,전북 전주시 완산구 전동 200-1,127.1492215,35.8133288,2
4535,수덕사,충남 예산군 덕산면 사천리 19,126.6226683,36.66332186,1
4536,가거도등대,전남 신안군 흑산면 가거도리 산 9-2,125.0992181,34.09468628,2
4537,대전신세계 아트앤사이언스,대전 유성구 도룡동 3-1,127.3813771,36.37524213,4
4538,담양메타세쿼이아랜드 어린이프로방스,전남 담양군 담양읍 학동리 672,127.0052701,35.32304365,6
4539,빽다방 대전둔산향촌점,대전 서구 둔산동 1082,127.3754391,36.35217558,11
4540,순천만습지,전남 순천시 대대동 162-2,127.509555,34.88561199,1
4541,카페 금성동,충남 공주시 금성동 95-20,127.1188226,36.46676486,11
4542,은우커피,충남 서산시 동문동 573,126.45697,36.79065942,11
4543,1723,전북 전주시 완산구 교동 98-2,127.1516988,35.81270923,11
4544,삼춘짬뽕,충남 보령시 신흑동 1871,126.5149331,36.30904087,11
4545,빛가람전망대,전남 나주시 빛가람동 346-3,126.7902474,35.01693706,1
4546,이순신광장,전남 여수시 중앙동 383,127.7360499,34.7394476,2
4547,전주한옥마을,전북 전주시 완산구 풍남동3가 64-1,127.1525571,35.81482431,7
4548,무령왕릉,충남 공주시 금성동 140-8,127.1137954,36.46229098,2
4549,광주호호수생태원,광주 북구 충효동 439-1,127.0011517,35.18420768,7
4550,메타세쿼이아 가로수길,전남 담양군 담양읍 학동리 59-14,127.0044299,35.3239333,1
4551,투리스타 브런치,전북 전주시 완산구 효자동3가 1633-7,127.1040766,35.82349932,11
4552,홍익우동 본점,충북 제천시 화산동 208-21,128.2060205,37.12874674,11
4553,여수 해양공원,전남 여수시 종화동,127.7450122,34.7384232,1
4554,어진박물관,전북 전주시 완산구 풍남동3가 104-1,127.1493243,35.81624875,2
4555,꽃불구이 본점,전남 목포시 상동 1139-18,126.4325711,34.79802883,11
4556,지리산가는길쉼터,전남 곡성군 죽곡면 용정리 241-2,127.3520262,35.17634018,11
4557,부안맛집다해꽃게장,전북 부안군 보안면 우동리 776-29,126.6297359,35.61011927,11
4558,인루트,전남 함평군 엄다면 송로리 117-3,126.5151527,35.01430117,11
4559,국립현대미술관 청주,충북 청주시 청원구 내덕동 201-1,127.490035,36.65546278,3
4560,꽃돌게장1번가,전남 여수시 봉산동 210-2,127.7261127,34.7330226,11
4561,여수낭만바다요트,전남 여수시 수정동 774-4,127.7518534,34.74580144,13
4562,전주덕진공원,전북 전주시 덕진구 덕진동1가 1316-2,127.1210246,35.84748755,1
4563,리투스카페,전북 군산시 금암동 273-70,126.7245809,35.98702917,11
4564,성심당 본점,대전 중구 은행동 145-1,127.4272984,36.32766877,11
4565,아쿠아플라넷 여수,전남 여수시 수정동 774-1,127.748734,34.74622088,6
4566,한일관,전남 여수시 봉산동 179-2,127.7261809,34.73246242,11
4567,베이커리밤마을,충남 공주시 금성동 184-4,127.1230056,36.46475463,7
4568,PNB풍년제과 본점,전북 전주시 완산구 경원동1가 40-5,127.1471905,35.81842883,11
4569,부안누에타운,전북 부안군 변산면 마포리 87-26,126.5129335,35.63164452,13
4570,남당리대하촌,충남 홍성군 서부면 남당리,126.4730746,36.53956025,1
